date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wtravel_outside_state_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2020-09-05,202036,IL,17,-11.142857142857142,0.7142857142857143,102.42857142857143,-28.142857142857142,-29.0,6.571428571428571,141.5285714285714,852.0,,,,,,,,,,2158.3333333333335,167.33333333333334,8385.0,168.0,0.8541286285714285,0.8620675857142857,250102.0,17036.0,309028.0,16877.0,326270.0
2020-09-12,202037,IL,17,-16.0,-3.0,60.714285714285715,-34.57142857142857,-34.857142857142854,8.857142857142858,132.00142857142856,773.0,,,,,,,,,,2040.3333333333333,55.333333333333336,8527.0,142.0,0.7026117142857143,0.7423360571428571,261999.0,11897.0,295767.0,14268.0,310394.0
2020-09-19,202038,IL,17,-11.571428571428571,-2.2857142857142856,101.71428571428571,-29.857142857142858,-25.857142857142858,6.428571428571429,141.95142857142858,817.0,,,,,,,,,,2036.3333333333333,58.0,8672.0,145.0,0.6719922142857142,0.6763409571428571,275041.0,13042.0,312821.0,15564.0,328747.0
2020-09-26,202039,IL,17,-12.285714285714286,-2.5714285714285716,87.0,-31.142857142857142,-25.428571428571427,6.571428571428571,136.69714285714286,807.0,0.0,,,,,,,,,2247.6666666666665,254.66666666666666,8832.0,160.0,0.5836416714285715,0.5509981142857143,288773.0,13732.0,329883.0,15412.0,345612.0
2020-10-03,202040,IL,17,-13.571428571428571,-1.5714285714285714,44.142857142857146,-32.285714285714285,-25.428571428571427,7.428571428571429,128.93,859.0,0.0,,,,,,,,,2088.0,84.66666666666667,9023.0,191.0,0.5339980428571428,0.5518063571428572,302782.0,14009.0,328885.0,14841.0,344076.0
2020-10-10,202041,IL,17,-13.857142857142858,-1.4285714285714286,70.14285714285714,-31.571428571428573,-25.571428571428573,6.571428571428571,131.42000000000002,1127.0,0.0,,,,,,,,,2270.0,232.0,9221.0,198.0,0.8037070428571429,0.8418269714285714,319451.0,16669.0,366996.0,20001.0,387383.0
2020-10-17,202042,IL,17,-14.857142857142858,-2.7142857142857144,51.57142857142857,-31.428571428571427,-26.428571428571427,7.571428571428571,129.4542857142857,1786.0,0.0,,,,,,,,,2204.6666666666665,156.66666666666666,9452.0,231.0,0.8445714714285716,0.8839495999999999,343386.0,23935.0,382212.0,27434.0,410118.0
2020-10-24,202043,IL,17,-18.0,-5.142857142857143,15.428571428571429,-33.57142857142857,-26.0,8.857142857142858,121.94428571428573,2124.0,3.0,,,,,,,,,2201.3333333333335,164.66666666666666,9751.0,299.0,0.8103970571428571,0.8289419285714286,374901.0,31515.0,410736.0,34276.0,445542.0
2020-10-31,202044,IL,17,-18.857142857142858,-2.2857142857142856,13.142857142857142,-34.714285714285715,-26.285714285714285,8.857142857142858,118.02571428571429,2361.0,3.0,,,,,,,,,2344.0,293.0,10040.0,289.0,1.0909999142857143,1.1266408714285714,416547.0,41646.0,429586.0,47936.0,478165.0
2020-11-07,202045,IL,17,-19.428571428571427,-4.285714285714286,36.857142857142854,-36.142857142857146,-27.857142857142858,9.428571428571429,109.24285714285715,3167.0,8.0,,,,,,,,,2528.0,452.0,10488.0,448.0,1.4103009714285712,1.4453678285714284,477978.0,61431.0,455921.0,68523.0,525207.0
2020-11-14,202046,IL,17,-22.142857142857142,-4.857142857142857,14.571428571428571,-39.285714285714285,-28.428571428571427,10.714285714285714,101.93285714285713,4233.0,3.0,,,,,,,,,2680.0,576.0,11088.0,600.0,1.8385606,1.8656299714285713,562985.0,85007.0,511871.0,88816.0,601758.0
2020-11-21,202047,IL,17,-25.428571428571427,-6.142857142857143,-5.142857142857143,-40.714285714285715,-29.285714285714285,11.142857142857142,99.12285714285714,4541.0,5.0,,,,,,,,,2872.3333333333335,754.3333333333334,11952.0,864.0,1.7413577428571432,1.748710242857143,646286.0,83301.0,572512.0,80468.0,654134.0
2020-11-28,202048,IL,17,-29.142857142857142,-4.0,-12.285714285714286,-46.285714285714285,-42.285714285714285,14.714285714285714,93.94571428571429,4183.0,13.0,,,,,,,,,2837.3333333333335,702.3333333333334,12838.0,886.0,1.2992448428571428,1.3407381000000003,712936.0,66650.0,445299.0,61797.0,508234.0
2020-12-05,202049,IL,17,-24.142857142857142,-7.142857142857143,-10.428571428571429,-41.0,-29.142857142857142,11.857142857142858,99.72285714285714,4014.0,4.0,,,,,,,,,2939.0,763.0,14017.0,1179.0,1.280296642857143,1.2932420714285713,779975.0,67039.0,461393.0,64048.0,526484.0
2020-12-12,202050,IL,17,-24.428571428571427,-5.571428571428571,-13.714285714285714,-42.42857142857143,-28.285714285714285,11.428571428571429,100.92142857142855,3844.0,3.0,,,,,,,,,2998.6666666666665,805.6666666666666,15232.0,1215.0,1.3381143285714285,1.4038426285714287,841688.0,61713.0,456455.0,56191.0,513697.0
2020-12-19,202051,IL,17,-21.714285714285715,-3.2857142857142856,-18.428571428571427,-39.42857142857143,-28.285714285714285,11.142857142857142,105.88571428571427,3478.0,2.0,,,,,,,,,2822.3333333333335,610.0,16326.0,1094.0,1.142221857142857,1.136768757142857,894367.0,52679.0,441716.0,46992.0,489505.0
2020-12-26,202052,IL,17,-24.571428571428573,1.2857142857142858,-16.428571428571427,-43.142857142857146,-43.142857142857146,13.714285714285714,99.57285714285715,3128.0,6.0,,,,,,,,,2748.3333333333335,539.3333333333334,17224.0,898.0,1.0200193857142856,1.0522907571428572,934142.0,39775.0,346764.0,34719.0,382181.0
2021-01-02,202053,IL,17,-29.0,-9.0,-27.142857142857142,-45.57142857142857,-44.57142857142857,16.0,95.70142857142856,2937.0,11.0,,,,5.276341528571429,,,,,2763.6666666666665,525.3333333333334,18217.0,993.0,1.0994569428571428,1.1060321285714285,975352.0,41210.0,323132.0,36873.0,360500.0
2021-01-09,202101,IL,17,-27.714285714285715,-10.142857142857142,-28.857142857142858,-42.57142857142857,-29.285714285714285,12.142857142857142,98.25142857142858,2884.0,19.0,,,3.0714366,17.59482742857143,,,,,2578.6666666666665,356.6666666666667,19210.0,993.0,1.083209557142857,1.0854736571428572,1024039.0,48687.0,421397.0,42492.0,464612.0
2021-01-16,202102,IL,17,-30.0,-12.571428571428571,-32.42857142857143,-44.142857142857146,-28.857142857142858,12.0,97.98714285714284,2660.0,4.0,263735.0,103711.0,6.413133428571428,18.28234858571429,,,,,2544.6666666666665,306.6666666666667,20020.0,810.0,0.8340830999999999,0.8305311857142856,1064667.0,40628.0,446910.0,33258.0,480839.0
2021-01-23,202103,IL,17,-29.571428571428573,-13.571428571428571,-30.857142857142858,-44.42857142857143,-29.857142857142858,11.571428571428571,99.48428571428573,2286.0,6.0,359739.0,128469.0,8.192086585714286,16.845375271428573,,,,,2450.3333333333335,220.66666666666666,20645.0,625.0,0.9661743714285715,0.9758100428571428,1098527.0,33860.0,469220.0,27633.0,497466.0
2021-01-30,202104,IL,17,-31.285714285714285,-14.571428571428571,-33.42857142857143,-45.42857142857143,-29.0,12.142857142857142,93.78,2053.0,6.0,498903.0,194471.0,10.777029857142857,15.686396114285714,,,,,2436.6666666666665,200.66666666666666,21213.0,568.0,0.7650074714285715,0.7389617857142857,1123873.0,25346.0,454091.0,21778.0,476374.0
2021-02-06,202105,IL,17,-31.714285714285715,-15.142857142857142,-36.0,-45.0,-29.857142857142858,12.142857142857142,94.10857142857142,1658.0,13.0,686530.0,272444.0,16.223701357142858,11.458281557142858,,,,,2446.3333333333335,188.0,21676.0,463.0,0.7709310714285715,0.7740701571428572,1144281.0,20408.0,433058.0,18117.0,451558.0
2021-02-13,202106,IL,17,-31.285714285714285,-13.428571428571429,-46.142857142857146,-45.0,-29.285714285714285,12.0,98.94857142857143,1335.0,6.0,1294565.0,374722.0,20.54727655714286,10.991207271428571,66.97628865714286,,,,2366.0,128.66666666666666,22087.0,411.0,0.8404591,0.8848274857142857,1160523.0,16242.0,408394.0,14053.0,422739.0
2021-02-20,202107,IL,17,-31.142857142857142,-15.571428571428571,-43.42857142857143,-45.42857142857143,-32.714285714285715,13.428571428571429,97.38285714285715,1223.0,1.0,1647720.0,507862.0,25.687874742857144,10.308969242857144,93.21176648571429,,,,2365.0,122.0,22426.0,339.0,0.7221717428571428,0.6767172714285714,1172824.0,12301.0,350069.0,10378.0,360794.0
2021-02-27,202108,IL,17,-21.285714285714285,-10.0,-21.142857142857142,-38.0,-25.857142857142858,9.428571428571429,109.26142857142858,1063.0,2.0,1964466.0,757754.0,29.661911814285716,8.82052087142857,92.25521065714285,,,,2262.3333333333335,58.0,22710.0,284.0,0.6704986428571429,0.6684128714285714,1185447.0,12623.0,393568.0,10655.0,404548.0
2021-03-06,202109,IL,17,-17.571428571428573,-6.285714285714286,-9.571428571428571,-35.57142857142857,-25.714285714285715,8.714285714285714,113.74000000000001,927.0,2.0,2275017.0,1050701.0,38.69012814285714,9.920137114285714,105.06959461428572,8.4782419,24.468583771428573,,2130.3333333333335,0.0,23003.0,293.0,0.7691962,0.8253033571428571,1197267.0,11820.0,379339.0,8827.0,388429.0
2021-03-13,202110,IL,17,-14.857142857142858,-4.428571428571429,24.142857142857142,-32.57142857142857,-25.285714285714285,8.142857142857142,98.67142857142856,928.0,0.0,2754782.0,1416818.0,38.933110528571426,6.749218157142857,91.00677224285714,11.693352800000001,36.12226285714286,,2067.6666666666665,0.0,23189.0,186.0,0.9168486,0.9287090285714286,1207847.0,10580.0,386928.0,9495.0,396651.0
2021-03-20,202111,IL,17,-13.857142857142858,-6.142857142857143,-7.142857142857143,-31.857142857142858,-25.857142857142858,8.142857142857142,123.39571428571429,970.0,0.0,3147727.0,1647803.0,45.84347151428571,6.491491171428572,90.85001662857142,11.858866357142857,36.380723228571426,,2079.0,0.0,23329.0,140.0,0.8883175999999999,0.8720329571428572,1220432.0,12585.0,392690.0,10199.0,403243.0
2021-03-27,202112,IL,17,-10.571428571428571,-4.571428571428571,23.857142857142858,-28.285714285714285,-26.0,7.0,127.95857142857142,1194.0,2.0,3671282.0,1838055.0,51.759683942857144,7.985015742857142,91.2939134857143,13.060982842857143,37.268536514285714,,2087.6666666666665,0.0,23498.0,169.0,0.7847046571428571,0.8315223428571428,1235578.0,15146.0,396401.0,13429.0,410205.0
2021-04-03,202113,IL,17,-7.714285714285714,2.7142857142857144,26.142857142857142,-27.142857142857142,-30.0,7.142857142857143,132.77714285714285,1362.0,17.0,4207838.0,2101863.0,58.43342464285713,9.118349828571429,90.91402885714285,13.824632314285715,38.09390932857142,,2139.3333333333335,21.333333333333332,23635.0,137.0,0.6852109142857141,0.6712802142857143,1254185.0,18607.0,391096.0,17021.0,408519.0
2021-04-10,202114,IL,17,-12.857142857142858,-3.142857142857143,41.42857142857143,-28.285714285714285,-27.857142857142858,6.714285714285714,131.0542857142857,1622.0,13.0,4732641.0,2414944.0,64.23213977142856,12.790047785714286,90.44900162857142,15.108950642857144,40.02623882857143,,2186.6666666666665,69.33333333333333,23777.0,142.0,0.9870856285714286,0.9804256857142856,1276830.0,22645.0,413975.0,21222.0,435605.0
2021-04-17,202115,IL,17,-9.857142857142858,-2.142857142857143,39.857142857142854,-27.857142857142858,-25.142857142857142,6.285714285714286,134.8242857142857,1897.0,7.0,5203597.0,2800563.0,70.19173851428572,12.315410485714287,90.58944967142858,14.397498428571428,38.53014905714286,,2047.6666666666667,2.3333333333333335,23945.0,168.0,0.9646965,0.9254303714285714,1299575.0,22745.0,431862.0,20397.0,452602.0
2021-04-24,202116,IL,17,-11.142857142857142,-2.2857142857142856,34.57142857142857,-27.857142857142858,-25.285714285714285,6.714285714285714,133.09142857142854,1778.0,6.0,5618182.0,3243344.0,74.4781447142857,11.963791442857142,89.82717675714285,12.91423487142857,38.03584937142857,,2154.3333333333335,92.0,24114.0,169.0,0.7895596857142858,0.8045038142857143,1318998.0,19423.0,422641.0,17081.0,440089.0
2021-05-01,202117,IL,17,-7.428571428571429,0.42857142857142855,68.42857142857143,-24.142857142857142,-24.857142857142858,5.571428571428571,140.32,1622.0,3.0,5939733.0,3596386.0,87.53324164285713,12.702955185714284,101.52560079999999,15.264911742857143,45.43455794285714,,2158.3333333333335,106.0,24330.0,216.0,1.1951228285714286,1.2056465714285713,1337868.0,18870.0,421105.0,17184.0,438668.0
2021-05-08,202118,IL,17,-6.0,4.857142857142857,56.42857142857143,-23.714285714285715,-24.857142857142858,5.285714285714286,143.18,1610.0,2.0,6144296.0,3884998.0,78.48511194285715,11.3348089,87.4085061142857,13.948616985714285,40.38934337142857,,2085.3333333333335,74.33333333333333,24546.0,216.0,0.8319959714285714,0.8027321428571428,1353226.0,15358.0,401246.0,13524.0,415038.0
2021-05-15,202119,IL,17,-6.0,3.2857142857142856,54.0,-22.714285714285715,-25.857142857142858,5.142857142857143,146.58142857142857,1141.0,2.0,6365032.0,4211155.0,79.65243889999999,8.261042071428571,86.47394158571429,14.878519814285712,43.06003974285714,,2072.3333333333335,71.33333333333333,24770.0,224.0,1.0245142142857142,1.0475313142857143,1365020.0,11794.0,368309.0,10248.0,378801.0
2021-05-22,202120,IL,17,-4.571428571428571,2.857142857142857,81.42857142857143,-20.571428571428573,-24.571428571428573,4.714285714285714,153.27285714285713,1048.0,7.0,6678706.0,4475549.0,80.3027024,8.774498728571428,84.04193358571428,15.224986114285715,43.284445757142855,,2156.3333333333335,145.33333333333334,24976.0,206.0,0.8448327428571429,0.8948342571428571,1374565.0,9545.0,317199.0,8311.0,325692.0
2021-05-29,202121,IL,17,-3.4285714285714284,4.285714285714286,67.71428571428571,-20.857142857142858,-26.285714285714285,4.857142857142857,157.03714285714287,879.0,2.0,6919678.0,4646743.0,81.10604525714285,7.762403957142858,77.12030208571429,15.368734128571427,44.45030614285714,,1987.3333333333333,22.333333333333332,25166.0,190.0,0.830880142857143,0.9304040857142858,1381063.0,6498.0,275088.0,5256.0,280460.0
2021-06-05,202122,IL,17,-2.2857142857142856,6.0,115.28571428571429,-19.571428571428573,-32.714285714285715,5.142857142857143,162.11142857142858,638.0,3.0,7060628.0,4756603.0,81.79183134285714,6.837746999999999,70.90703252857143,17.671539514285715,45.73259494285714,,2146.0,171.0,25314.0,148.0,0.7634178714285715,0.7402923857142858,1384903.0,3840.0,234508.0,3316.0,237932.0
2021-06-12,202123,IL,17,-1.5714285714285714,5.428571428571429,96.57142857142857,-17.571428571428573,-27.0,4.142857142857143,169.79285714285714,486.0,1.0,7199627.0,4914540.0,82.36951930000001,7.182903542857143,62.52046469999999,18.606089,47.51871884285714,,2086.0,121.0,25469.0,155.0,0.660308457142857,0.6796427428571428,1387297.0,2394.0,219507.0,2338.0,221993.0
2021-06-19,202124,IL,17,-0.14285714285714285,6.857142857142857,115.57142857142857,-15.142857142857142,-27.571428571428573,3.5714285714285716,176.66571428571427,394.0,3.0,7360655.0,5151438.0,82.5647977,4.043008671428571,55.186909171428574,18.234851328571427,49.27380118571429,,2011.0,56.0,25566.0,97.0,0.8214231000000001,0.8714656142857142,1388688.0,1391.0,225113.0,1758.0,227025.0
2021-06-26,202125,IL,17,-4.0,1.7142857142857142,74.42857142857143,-19.0,-28.0,4.571428571428571,167.07142857142856,300.0,5.0,7456769.0,5257076.0,82.9818811,3.9055190285714287,48.13132757142857,20.06797488571429,49.03132010000001,,1976.3333333333333,28.0,25632.0,66.0,0.8255798,0.8213104714285714,1390432.0,1744.0,228126.0,1647.0,229904.0
2021-07-03,202126,IL,17,-1.7142857142857142,6.142857142857143,95.57142857142857,-16.142857142857142,-29.571428571428573,3.4285714285714284,170.03571428571428,338.0,6.0,7571801.0,5436776.0,93.98601771428572,5.747197457142857,48.44748837142857,23.344394714285716,56.2326244,,2042.6666666666667,94.66666666666667,25678.0,46.0,0.8144839285714285,0.868528957142857,1392552.0,2120.0,178783.0,2208.0,181134.0
2021-07-10,202127,IL,17,-4.571428571428571,3.7142857142857144,110.57142857142857,-17.571428571428573,-35.285714285714285,5.142857142857143,168.63714285714286,353.0,3.0,7632442.0,5494776.0,82.87835408571428,4.839825242857143,40.463820985714285,20.890299414285714,49.987567742857145,,2086.6666666666665,148.66666666666666,25730.0,52.0,0.8632263142857144,0.8772844571428572,1395497.0,2945.0,163494.0,3158.0,166838.0
2021-07-17,202128,IL,17,-2.7142857142857144,3.142857142857143,78.71428571428571,-15.142857142857142,-27.428571428571427,4.428571428571429,169.87285714285713,474.0,10.0,7715200.0,5559079.0,83.10293675714286,4.1429173285714285,36.4625834,22.09057281428571,49.90671318571429,,2095.6666666666665,158.66666666666666,25790.0,60.0,0.8425742,0.8500742285714287,1399946.0,4449.0,175788.0,4777.0,180724.0
2021-07-24,202129,IL,17,-1.5714285714285714,4.428571428571429,103.0,-12.714285714285714,-27.285714285714285,3.5714285714285716,172.55,642.0,6.0,7798525.0,5613701.0,83.29288332857143,8.635380042857143,37.355102314285716,21.976583314285715,47.04462971428571,,2064.0,127.0,25834.0,44.0,0.8536626428571429,0.8799710285714286,1407929.0,7983.0,197774.0,7774.0,205729.0
2021-07-31,202130,IL,17,-1.8571428571428572,4.714285714285714,93.85714285714286,-12.285714285714286,-27.285714285714285,3.857142857142857,174.0757142857143,942.0,9.0,7900903.0,5665964.0,82.49288328571429,9.499793928571428,40.083776657142856,20.928002614285717,46.71734012857142,,2044.0,103.0,25873.0,39.0,1.0455033857142857,1.063526042857143,1419611.0,11682.0,233666.0,12024.0,246213.0
2021-08-07,202131,IL,17,-1.5714285714285714,5.571428571428571,102.85714285714286,-12.142857142857142,-27.571428571428573,3.7142857142857144,167.8085714285714,1259.0,5.0,8011749.0,5721121.0,82.54391838571428,9.179203842857143,44.10525238571429,19.858816885714287,46.45701272857143,,2084.3333333333335,135.33333333333334,25936.0,63.0,1.0642208000000002,1.0801794571428571,1436353.0,16742.0,290790.0,17181.0,308375.0
2021-08-14,202132,IL,17,-3.0,4.428571428571429,75.28571428571429,-14.571428571428571,-27.714285714285715,4.285714285714286,166.91142857142856,1661.0,6.0,8119173.0,5780653.0,82.35102642857144,9.275694785714288,50.81393077142857,20.86063202857143,45.577512385714286,,2135.3333333333335,182.33333333333334,26027.0,91.0,1.0870611285714284,1.0982876857142858,1457687.0,21334.0,317548.0,20601.0,338543.0
2021-08-21,202133,IL,17,-1.1428571428571428,6.285714285714286,90.57142857142857,-13.714285714285714,-26.571428571428573,3.2857142857142856,170.21857142857144,1838.0,5.0,8222218.0,5860595.0,82.8578506,11.223072400000001,54.90395264285714,21.082213957142855,46.618677899999994,,2199.0,238.0,26150.0,123.0,1.2463043571428571,1.305460757142857,1482369.0,24682.0,351017.0,21157.0,372808.0
2021-08-28,202134,IL,17,-3.7142857142857144,5.142857142857143,73.0,-16.142857142857142,-25.428571428571427,3.7142857142857144,166.1642857142857,2001.0,0.0,8311714.0,5935338.0,82.60472854285713,13.062819414285714,58.88610191428572,19.822390328571426,46.16564302857143,,2225.0,254.0,26322.0,172.0,0.9755363285714285,1.0087592857142857,1508005.0,25636.0,353005.0,19928.0,373460.0
2021-09-04,202135,IL,17,-3.0,5.428571428571429,73.14285714285714,-14.571428571428571,-25.142857142857142,3.7142857142857144,163.93714285714285,1930.0,2.0,8417342.0,6015839.0,93.03272218571428,10.939121542857142,74.01159231428572,19.77479835714286,51.71881915714286,,2280.0,302.0,26500.0,178.0,1.6771096142857145,1.7115481,1538324.0,30319.0,488082.0,24191.0,512873.0
2021-09-11,202136,IL,17,-4.714285714285714,4.142857142857143,104.57142857142857,-16.571428571428573,-29.857142857142858,4.571428571428571,161.05285714285714,1909.0,4.0,8492166.0,6075130.0,82.28419585714286,11.07908767142857,72.44391491428571,18.39802817142857,45.57896792857143,,2283.3333333333335,301.3333333333333,26694.0,194.0,1.3193292428571428,1.3401127714285714,1564386.0,26062.0,487615.0,23298.0,511644.0
2021-09-18,202137,IL,17,-3.142857142857143,3.857142857142857,89.42857142857143,-13.142857142857142,-22.428571428571427,2.857142857142857,166.76285714285714,1673.0,1.0,8563930.0,6137939.0,81.88111141428571,9.650380242857143,74.43081488571428,18.165709800000002,46.357521999999996,,2195.6666666666665,205.66666666666666,26979.0,285.0,1.3308373,1.3609295,1590342.0,25956.0,574524.0,21257.0,596535.0
2021-09-25,202138,IL,17,-4.857142857142857,2.4285714285714284,73.71428571428571,-15.571428571428571,-21.285714285714285,3.2857142857142856,166.10714285714283,1619.0,0.0,8627053.0,6203068.0,82.03255264285714,8.906697242857144,74.71917778571428,17.441833457142856,46.32698704285715,,2242.6666666666665,238.66666666666666,27216.0,237.0,1.1298693142857144,1.0981159571428571,1612129.0,21787.0,609955.0,18449.0,629152.0
